#{"t_start": 1780116887.0599685, "env_id": "None"}
r,l,t
61.314873,117,2075.713589
16.084111,270,2092.749335
49.671645,174,2104.653646
81.660246,54,2109.71064
35.530642,208,2123.60147
75.461646,79,2130.385877
63.573771,108,2138.645302
19.763247,270,2155.78456
81.467568,63,2161.777593
82.80501,48,2167.363178
43.023248,205,2180.937666
83.067049,55,2186.299801
25.170824,238,2201.922552
-32.419204,420,2227.609412
85.878761,43,2232.502188
85.121345,48,2237.880599
68.415878,106,2246.110312
63.740039,123,2255.395905
77.789214,69,2261.695039
85.669039,46,2267.506114
56.757709,127,2276.293233
67.50732,111,2284.771291
64.474898,113,2293.241329
3.764048,304,2312.297963
58.397752,119,2321.935893
83.611672,47,2327.773416
82.195731,52,2333.912321
73.697595,93,2342.352169
66.682085,111,2351.373187
55.765669,162,2362.916203
-13.66276,422,2388.092472
69.373638,109,2396.862622
53.038515,149,2408.71634
68.099651,105,2418.987029
69.145972,113,2427.655546
-40.252497,466,2456.396098
85.852764,51,2461.895959
86.156304,42,2467.363944
85.489311,43,2473.287263
75.86471,77,2480.619252
84.52559,44,2485.872658
89.707787,40,2491.291734
-25.884887,445,2519.191198
82.510295,51,2524.868589
74.397128,82,2532.514563
54.357814,135,2543.334219
84.364306,46,2548.985884
52.657601,152,2560.595985
47.14052,182,2573.660376
88.34586,42,2578.75843
58.533192,116,2588.875444
66.152462,123,2598.50804
66.903095,119,2607.184307
81.648196,54,2612.693579
85.831071,45,2617.478583
35.692766,227,2632.014602
73.277996,92,2639.247698
54.057947,155,2649.915542
78.919556,74,2655.839446
84.278508,48,2660.748348
83.243621,58,2666.555223
55.78739,156,2677.031461
56.451173,153,2687.100778
57.686073,153,2697.668702
73.56917,86,2704.634661
86.092563,41,2708.984652
80.987107,63,2714.686315
63.436796,123,2723.470478
69.112849,105,2730.972703
77.050365,75,2737.290459
74.311071,81,2744.298994
86.217553,45,2749.053646
83.062561,60,2754.245967
86.558613,45,2759.090899
37.615124,229,2773.463931
47.67591,189,2785.916799
61.820347,134,2795.309294
89.360959,37,2799.762476
58.529671,128,2808.453546
81.485421,58,2813.940305
82.045632,57,2819.149143
83.047922,60,2824.720968
77.213877,85,2831.618609
89.20899,36,2836.006457
74.143042,83,2842.410359
79.121686,69,2848.552906
81.514677,62,2853.871927
85.919335,45,2858.602102
88.176683,37,2863.059624
79.487946,66,2869.280625
78.145446,88,2876.348583
86.802183,43,2881.081545
72.054829,102,2888.813926
88.493242,37,2892.900111
88.419149,36,2897.315783
88.791566,36,2901.727132
87.853867,38,2905.670228
86.602346,40,2910.262848
85.089791,45,2915.018079
88.241304,37,2919.362378
85.418414,47,2924.346681
65.102969,110,2932.479508
85.436783,44,2936.860959
88.430403,36,2941.111911
89.358395,36,2945.407274
86.969566,39,2949.980388
87.196808,41,2954.124449
87.110339,41,2958.781827
86.563281,42,2963.04792
89.942287,35,2967.701115
87.450261,38,2971.757331
75.595278,85,2978.664332
86.240689,44,2982.936903
81.046949,62,2988.540295
86.755315,41,2993.116076
64.877246,114,3001.56254
87.660618,38,3005.88034
88.158275,39,3010.373063
50.366112,150,3020.703235
88.808748,35,3025.538167
78.338965,71,3031.355742
87.501219,43,3036.210948
87.407413,41,3040.330675
88.935466,38,3044.801591
49.725823,178,3056.513251
91.099068,34,3061.02011
46.846614,177,3072.9017
74.656373,90,3079.94647
86.79137,41,3084.425656
88.186127,36,3088.890967
86.872943,40,3093.172539
74.311621,84,3100.068762
90.389418,39,3104.567895
89.717271,35,3108.852986
87.662185,37,3113.018014
81.300335,66,3118.931939
88.931004,35,3122.767521
89.098872,33,3126.899675
86.442951,40,3131.47325
88.585219,37,3135.54973
53.08662,172,3147.007736
88.519651,34,3150.954318
88.931389,40,3155.731817
83.988205,52,3160.976151
88.547635,36,3164.962787
85.420393,47,3169.81548
85.789509,48,3174.320341
87.694682,38,3178.88595
89.216425,35,3182.756352
88.575692,35,3187.331724
90.712949,32,3191.219854
87.059085,38,3195.617284
72.942161,89,3202.290129
87.301446,46,3207.543393
88.086981,38,3211.589335
89.618505,34,3215.855032
90.153424,34,3219.773708
77.107974,71,3226.051967
90.464561,32,3229.837836
89.23025,36,3234.309663
81.569822,61,3239.463633
89.02642,37,3243.966808
74.630703,94,3250.840421
58.555194,135,3260.549039
90.130077,35,3264.987765
89.778037,34,3268.909734
88.934903,37,3273.366379
89.613956,32,3277.542792
89.476007,34,3281.449886
89.598303,35,3285.863878
90.338211,34,3290.1817
90.002675,35,3294.765505
86.613494,46,3299.892013
89.537924,37,3304.428223
88.461025,37,3308.901616
90.001036,33,3313.487181
90.020419,33,3317.53696
88.758211,40,3322.19635
89.82404,34,3326.367101
88.925315,34,3330.614485
89.71623,33,3334.882579
80.801243,62,3340.157252
88.786234,36,3344.564124
89.433127,35,3348.469842
88.804401,36,3352.786004
90.297243,33,3356.634061
89.547469,35,3361.070174
87.51768,36,3365.738441
89.089879,34,3369.659471
75.019423,78,3376.589593
81.33179,62,3382.315305
89.638559,33,3386.183661
88.616058,38,3390.772629
87.53585,40,3395.439479
88.877196,37,3399.505092
89.375938,34,3403.855
89.249962,34,3407.638238
13.504695,286,3425.322746
64.291519,128,3434.841725
79.649723,65,3440.259731
88.668384,39,3445.288163
88.581106,41,3449.988557
90.023227,36,3454.490674
91.013222,35,3458.317805
87.826037,40,3462.853691
74.243962,72,3469.071617
88.789612,35,3473.358623
88.042519,38,3477.528281
88.844482,36,3481.926481
90.340908,33,3486.399646
88.975731,34,3490.262346
87.849001,36,3494.806262
88.619856,38,3498.773247
84.724784,51,3503.86952
88.858925,36,3508.158053
79.612449,65,3513.658492
89.276185,37,3518.110597
91.991271,30,3522.06013
87.562141,39,3526.542418
90.495945,34,3530.675113
89.656519,36,3535.244113
87.697206,38,3539.605695
89.114816,38,3544.149622
88.594471,35,3548.468244
79.344253,72,3554.315868
79.483856,74,3560.744605
75.931859,79,3566.965661
90.737516,35,3571.202862
