#{"t_start": 1780120857.9266737, "env_id": "None"}
r,l,t
90.62298,37,5185.607595
87.202501,23,5188.891204
91.475142,47,5193.83886
89.291238,34,5197.789925
89.059399,25,5201.548046
29.902768,235,5216.616834
87.537949,23,5219.783896
89.66419,29,5223.739367
89.685454,54,5229.145496
91.11255,48,5234.128694
78.92454,29,5237.708347
87.240716,22,5241.392978
88.520413,23,5244.68425
80.109753,84,5251.519598
73.803735,73,5257.688384
91.786677,40,5262.141538
76.506989,72,5268.261554
82.403915,11,5270.994123
82.092004,12,5274.117326
92.021997,38,5278.088852
89.055111,26,5281.905234
89.330397,51,5287.077461
85.165736,18,5290.199101
91.204068,46,5295.087241
88.483045,25,5298.817608
88.345148,23,5302.586334
91.300931,48,5307.513182
82.564656,14,5310.791354
87.248062,23,5314.501084
89.724847,26,5318.371099
94.168128,44,5323.414304
88.055085,55,5328.333583
90.729401,48,5333.261343
89.935647,47,5338.192978
90.25262,38,5342.63151
86.634986,24,5345.939636
83.560455,15,5349.107878
79.935535,84,5356.0164
86.958395,33,5359.783216
82.980879,7,5362.664247
88.859863,25,5366.43465
85.510903,18,5369.923126
90.89232,48,5374.967924
85.275199,24,5378.36562
77.340951,38,5382.968799
89.380827,27,5386.783265
87.611238,22,5390.461303
90.246736,31,5394.094149
86.14232,22,5397.758086
82.816988,24,5401.03577
90.788056,31,5405.047449
91.699301,39,5409.505234
84.87287,16,5412.81313
87.833558,23,5415.998295
90.040122,29,5419.930285
91.204178,50,5425.409405
75.895637,48,5431.026858
90.386183,32,5434.85868
89.690672,28,5438.99565
90.325427,49,5444.002186
85.582813,18,5447.571598
